	gram_1	gram_2	gram_3	Freq
14699	include	leader	behavior	3
14700	outcome	situational	variable	3
14701	issue	method	training	3
14702	take	action	problem	3
14703	civic	virtue	sportsmanship	3
14704	safety	climate	employee	4
14705	advance	unfinished	revolution	3
14706	less	process	identify	3
14707	principal	structural	position	10
14708	provide	clear	unambiguous	3
14709	embed	collective	sensemaking	3
14710	work	environment	define	3
14711	leadership	produce	social	3
14712	positive	relationship	level	4
14713	diverse	paradigm	discourse	3
14714	leadership	in##group	decision	4
14715	leadership	theory	develop	9
14716	method	test	theory	3
14717	ability	give	suggestion	3
14718	influence	follower	attitude	3
14719	network	level	building	3
14720	deliberate	role	modeling	3
14721	naturalist	positivist	view	3
14722	social	responsibility	leadership	6
14723	leadership	model	develop	6
14724	charismatic_leadership_theory	leader	continue	3
14725	component	leader	behavior	3
14726	inadequate	sample	size	3
14727	characteristic	leadership	characteristic	4
14728	effective	leadership	practice	3
14729	relational	reality	share	3
14730	behavior	display	entire	3
14731	share	influence	decision##make	3
14732	behavior	depend	subordinate	6
14733	positive	organizational_outcome	group	3
14734	unfold	history	role	3
14735	act	influence	social	3
14736	value	interest	research	3
14737	greater	number	critical	4
14738	study	participant	ask	4
14739	count	leadership	contribute	3
14740	effective	leader	adapt	3
14741	squad	ethical	culture	8
14742	vivid	imagery	metaphor	3
14743	social	network	analysis	17
14744	conceptual	framework	organize	3
14745	trust	empowerment	delegation	3
14746	charismatic_leadership_theory	leader	expect	4
14747	approach	implementation	technique	4
14748	compare	approach	common	3
14749	express	reservation	ability	3
14750	satisfaction	assessment	project	3
14751	leadership	style	label	4
14752	leader	behavior	measure	14
14753	social	construction	natural	3
14754	situation	people	task	3
14755	outcome	teacher	work	3
14756	organization	leadership	style	3
14757	context	interpersonal	relationship	4
14758	relationship	leader	assertive	4
14759	sociolinguistics	conversation	analysis	3
14760	contextual	timely	accuracy	12
14761	perception	managerial	behavior	4
14762	attach	individual	report	8
14763	post##conventional	moral	reasoning	3
14764	share	enterprise	resource	7
14765	employee	perception	leadership	3
14766	relationship	team	member	15
14767	inclusion	exclusion	criterion	4
14768	style	expectation	evaluation	3
14769	task	cue	follower	4
14770	service	climate	employee	3
14771	sex	difference	behavior	3
14772	individualize	consideration	component	3
14773	researcher	coding	respondent	5
14774	department	organization	hold	3
14775	hand	charismatic_leadership_theory	leader	5
14776	team	leader	influence	3
14777	characteristic	authentic	leader	3
14778	frequency	identification	reader	3
14779	skill	leadership	development	3
14780	develop	country	develop	4
14781	formal	requirement	job	3
14782	adopt	value	attitude	3
14783	embed	social	network	3
14784	success	change	effort	3
14785	team	organizational	effectiveness_level	3
14786	operationalize	process	entity	3
14787	applicable	type	leader	3
14788	behavior	employee	outcome	3
14789	delegate	leadership	style	5
14790	need	achievement	need	5
14791	social	interaction	leader	3
14792	social	context	group	3
14793	leader	elect	appoint	3
14794	level	corporate	social	3
14795	three	out	four	3
14796	modeling	qualitative	approach	3
14797	charismatic_leadership_theory	leader	think	4
14798	theory	include	three	3
14799	encourage	subordinate	creative	3
14800	nurse	register	nurse	4
14801	participative	leadership	approach	5
14802	variation	relative	position	3
14803	in##group	elect	leader	3
14804	supervisor	employee	safety	5
14805	perception	situation	susceptibility	4
14806	high	vertical_dyad_linkage_theory	variation	8
14807	result	trait	study	3
14808	core	transformational	behavior	5
14809	hersey##blanchard_situational_leadership_model	employee	readiness	5
14810	stakeholder	supply	chain	4
14811	additional	person	relational	3
14812	leadership	role	performance	3
14813	follower	experience	leader	3
14814	control	autocratic	leader	3
14815	theory	prediction	specific	3
14816	vertical_dyad_linkage_theory	network	recognize	3
14817	effective	leadership	base	4
14818	leadership	style	autocratic	3
14819	leadership	theory	suggest	7
14820	condition	leadership	process	3
14821	leader	need	display	3
14822	cynicism	empowerment	mediate	3
14823	school	learn	organisation	8
14824	theory	understand	context	3
14825	information	grant	degree	3
14826	exchange	occur	leader##follower	3
14827	develop	explore	construct	3
14828	organizational_outcome	team	member	4
14829	adaptive_leadership_theory	relational_approach	relationship	3
14830	example	kind	question	3
14831	mediate	role	team	4
14832	science	insider	outsider	3
14833	direct	indirect	leadership	4
14834	view	person	leadership	3
14835	resource	information	time	3
14836	level	subordinate	performance	5
14837	explanation	perceive	effectiveness_level	3
14838	meaning	limit	sociocultural	3
14839	potential	benefit	radio	5
14840	kilduff	key	role	3
14841	affective	organizational	commitment	54
14842	tyrannical	leadership	behaviour	4
14843	activate	team	member	3
14844	leader	feel	accept	3
14845	risk	show	sensitivity	3
14846	conjunction	high	directive	4
14847	knowledge	share	organization	4
14848	dynamic	norm	violate	3
14849	refer	extent	leader	3
14850	organization	system	interdependent	4
14851	study	leadership	public	3
14852	organization	change	result	3
14853	relational	approach	assume	6
14854	share	theory	approach	3
14855	decision	group	member	3
14856	emotion	laden	leader	4
14857	employee	behaviour	turnover	3
14858	contingency	factor	influence	4
14859	higher##level	benefit	realization	3
14860	social	system	similarity	3
14861	order	repeat	interaction	3
14862	ontological	epistemological	difference	3
14863	remains	dispose	approach	3
14864	leadership	model	leadership	9
14865	follower	such	leader	3
14866	form	function	develop	3
14867	explicit	knowledge	share	5
14868	personalize	socialize	charismatic_leadership_theory	8
14869	contexts	apply	leadership	3
14870	leader	positive	mood	5
14871	variable	regard	relational	3
14872	image	organization	solid	3
14873	technology	knowledge	management	3
14874	lean	production	implementation	4
14875	non##charismatic_leadership_theory	leader	charismatic_leadership_theory	6
14876	organizational_outcome	leadership	dimension	7
14877	task	performance	individual	3
14878	relational##historical	cultural	setting	3
14879	rely	attribution_theory_leadership	rate	3
14880	friendly	approachable	open	3
14881	offer	precise	quantitative	3
14882	appropriate	leadership	behavior	7
14883	task	structure	task	4
14884	leadership	perception	lord	4
14885	follower	performance	satisfaction	5
14886	relationship	outcome	variable	3
14887	leadership	style	model	4
14888	school	improvement##center	leader	3
14889	example	intend	illustrate	3
14890	extreme	action	team	15
14891	charismatic_leadership_theory	klein	house	3
14892	veri	sustain	performance	4
14893	perception	leader	charismatic_leadership_theory	10
14894	recognize	dyadic	relationship	3
14895	leader	depend	observable	3
14896	take	action	basis	3
14897	dialogue	organizational	member	3
14898	indirect	corporate	social	4
14899	charismatic_leadership_theory	close	compare	3
14900	model	regularity	interaction	3
14901	repertoire	relational	stem	3
14902	achieve	group	organizational_outcome	5
14903	student	learning	leader	3
14904	trust	building	incident	11
14905	traditional	approach	call	3
14906	member	dyad	higher	3
14907	phenomena	such	approach	3
14908	relative	relationship	dachler	3
14909	relationship##oriented	behavior	earliest	3
14910	address	issue	leadership	4
14911	structure	apparent	interaction	3
14912	organizational	effectiveness_level	depend	3
14913	daily	reproduction	interaction	3
14914	experience	leader	interest	3
14915	convergence	mental	model	3
14916	organizational	reward	leader	6
14917	variable	capture	relational	3
14918	compilational	form	emergence	15
14919	most	organizational	scholar	3
14920	state	leader	behavior	15
14921	incremental	predictive	effectiveness_level	3
14922	empowerment	support	innovation	8
14923	leadership	virtual	team	8
14924	charismatic_leadership_theory	effective	condition	5
14925	ethical_leadership_theory	higher	level	3
14926	year	experience	current	5
14927	higher	level	avoidant	3
14928	study	empirical	evidence	4
14929	foundation	nonprofit	management	6
14930	commitment	job	satisfaction##be	7
14931	define	term	leader	3
14932	inform	change	circumstance	3
14933	level	ropo	describe	3
14934	examine	current	study	3
14935	organizational_outcome	ethical_leadership_theory	ethical	3
14936	culture	knowledge	share	11
14937	leader	behavior	team	4
14938	behavior	display	leader	4
14939	leadership	style	higher	3
14940	key	indicator	style	8
14941	interpersonal	relationship	develop	3
14942	relationship	group	potency	3
14943	leadership	behavior	develop	3
14944	collaborator	collaborator	develop	3
14945	communicate	follower	approach	4
14946	review	leadership	type	3
14947	relationship	leadership	characteristic	4
14948	process	leader	create	3
14949	study	raise	question	3
14950	manager	decide	reorganize	3
14951	enable	business	transformation	6
14952	new	new	york	13
14953	relationship	collective	self##base	3
14954	leadership	positive	organizational_outcome	6
14955	passive	leadership	behavior	4
14956	approach	change	encourage	3
14957	effective	leadership	type	3
14958	theory	capability	organize	3
14959	satisfaction	leader	judgment	3
14960	leader	such	relational	3
14961	leader	power	basis	4
14962	role	modeling	teaching	3
14963	unit	organizational_outcome	accomplishment	3
14964	plan	knowledge	share	3
14965	ability	professional	approach	3
14966	leader	occupy	position	4
14967	phase	i	phase	4
14968	strong	positive	influence	4
14969	emphasize	interpersonal	relationship	4
14970	change	leadership	strategy	3
14971	result	team	leader	3
14972	nonhereditary	succession	occur	3
14973	organizational_outcome	subordinate	attitude	3
14974	moderate	organizational_outcome	organizational	3
14975	reflective	transformational_leadership_theory	leader	4
14976	senior	management	level	3
14977	see	leadership	share	3
14978	organizational_outcome	theoretical	framework	3
14979	quadrant	i	behavior	3
14980	advocate	approach	fact	3
14981	salience	moderate	organizational_outcome	3
14982	intelligent	conscientious	leader	3
14983	transformational_leadership_theory	service	climate	3
14984	safety	outcome	safety	3
14985	science	generate	complete	3
14986	possess	capacity	reason	3
14987	apply	omnibus	testing	4
14988	follower	organizational_outcome	action	5
14989	group	leader	display	3
14990	provide	encouragement	support	6
14991	genuine	leadership	development	3
14992	leadership	make	model	5
14993	value	interest	participant	6
14994	high##characteristic	social	exchange	3
14995	social	responsibility	form	3
14996	average	level	team	9
14997	study	conduct	study	3
14998	benevolent	leadership	subordinate	3
14999	social	network	structure	21
15000	nurse	intent	leave	3
15001	higher	order	ideal	4
15002	consistent	relational	approach	3
15003	transformational	phenomenon	social	4
15004	julian	leadership	process	3
15005	collectivity	individual	leader	3
15006	performance	lead	follower	3
15007	decision	support	context	4
15008	leadership	effectiveness_level	similar	3
15009	principal	instructional	management	3
15010	relationship	leadership	effectiveness_level	7
15011	follower	personal	value	12
15012	leadership	literature	study	4
15013	subordinate	need	independence	5
15014	quid	pro	quo	7
15015	study	subordinate	perception	3
15016	value	employee	work	6
15017	experience	tacit	knowledge	3
15018	personal	characteristic	charismatic_leadership_theory	3
15019	leader	behavior	taxonomy	4
15020	low	level	employee	3
15021	personal	value	theory	3
15022	low	competence	high##commitment	8
15023	satisfaction	follower	satisfaction	5
15024	type	leadership	student	3
15025	transformational	behavior	include	5
15026	result	consistent	previous	6
