	gram_1	gram_2	Freq
35765	profile	leader	4
35766	colleague	define	4
35767	follower	meet	4
35768	emerge	leadership	11
35769	transformational_leadership_theory	emphasize	4
35770	note	article	3
35771	analysis	multifactor	7
35772	leader	integrity	13
35773	require	strong	6
35774	substitute	organizational_outcome	8
35775	complete	understanding	7
35776	increase	internal	3
35777	emotion	group	7
35778	regional	transition	3
35779	model	information	5
35780	change	value	21
35781	previous	leader	3
35782	ability	people	3
35783	respect	subordinate	5
35784	process	historical	3
35785	include	social	7
35786	punishment	contingent	3
35787	leader	optimistic	5
35788	transformation	transactional_transformational_leadership_model	6
35789	support	predictor	3
35790	support	facilitate	3
35791	charismatic_leadership_theory	conger##kanungo	4
35792	leader##follower	aim	4
35793	cross##functional	team	5
35794	person	exhibit	3
35795	feedback	group	3
35796	community	focus	12
35797	legal	ethical	3
35798	work	involve	3
35799	electoral	democracy	4
35800	consider	independent	5
35801	side	enterprise	3
35802	aspect	team	7
35803	issue	explore	3
35804	attention	leadership	6
35805	include	style	7
35806	prior	review	3
35807	relate	non##verbal	3
35808	approach	multiple	3
35809	implication	organization	3
35810	major	leadership	5
35811	firm	leadership	4
35812	maintain	high##characteristic	4
35813	moderate	relation	6
35814	paper	test	3
35815	leader	fight	3
35816	style	safety	6
35817	limit	number	8
35818	principal	display	3
35819	uncertainty	reduction	13
35820	reaction	test	4
35821	benefit	intensive	3
35822	degree	people	5
35823	style	involve	12
35824	paternalistic_leadership_theory	model	7
35825	indicator	performance	4
35826	questionnaire	data	3
35827	comprehensive	study	6
35828	interplay	leadership	4
35829	risk	accept	3
35830	emotional	support	18
35831	structure	score	3
35832	culture	strategic	4
35833	term	plan	3
35834	expand	definition	3
35835	value	give	3
35836	follower	stress	5
35837	practice	strategy	3
35838	study	tend	5
35839	constellation	personal	3
35840	relationship	motivated	5
35841	account	empirical	3
35842	impression	management	25
35843	considerable	organizational_outcome	3
35844	leader	concerned	9
35845	set	structural	3
35846	multivariate	analysis	5
35847	peer	influence	5
35848	manager	stronger	3
35849	leadership	fact	5
35850	group	objective	4
35851	number	empirical	4
35852	commit	group	4
35853	state	increase	3
35854	literature	base	9
35855	provide	governance	4
35856	group	performance	108
35857	information	access	4
35858	variable	underlying	3
35859	focus	task##oriented	5
35860	identify	transformational_leadership_theory	3
35861	charismatic_leadership_theory	transactional_transformational_leadership_model	9
35862	encourage	heart	3
35863	impression	manager	4
35864	basis	select	7
35865	parent	return	3
35866	include	create	4
35867	upper##level	manager	3
35868	practice	involve	3
35869	narcissistic	individual	3
35870	experience	variable	7
35871	influence	time	6
35872	approach	move	5
35873	propose	three	4
35874	manager	aware	4
35875	possess	leader	6
35876	gerstner	day	8
35877	specific	behavioral	10
35878	vertical_dyad_linkage_theory	perceive	3
35879	case	distant	5
35880	follower	satisfaction	50
35881	capability	organizational	3
35882	role	work	7
35883	relay	sense	3
35884	literature	focus	16
35885	time	cost	4
35886	social	cognitive	36
35887	behavior	match	11
35888	unconscious	motive	4
35889	strong	interpersonal	5
35890	intellectual	growth	3
35891	identify	behaviour	3
35892	aggregation	process	3
35893	view	subordinate	7
35894	field	sport	3
35895	ii	role	5
35896	affect	organizational	13
35897	renegotiate	dachler	3
35898	people	persuade	5
35899	reflect	intend	3
35900	common##source	bias	7
35901	effective	ineffective	22
35902	study	replicate	5
35903	weierter	suggest	3
35904	theory	build	7
35905	system	identify	3
35906	complex	problem	11
35907	transactional	contingent	8
35908	information	need	4
35909	central	leadership	11
35910	study	perceive	5
35911	affect	task	3
35912	define	frederick	3
35913	successful	performance	10
35914	change	circumstance	7
35915	initial	relationship	4
35916	yammarino	bass	10
35917	explain	behavior	6
35918	behavior	reaction	3
35919	performance	manager	5
35920	directive	supervision	3
35921	dimension	contingent	4
35922	job	scope	4
35923	team	dynamics	9
35924	individual	project	5
35925	balance	contribute	3
35926	construct	dimension	5
35927	individual	leader##follower	5
35928	female	gender	13
35929	working	time	3
35930	participation	behavior	6
35931	influence	knowledge	8
35932	team	learn	21
35933	learn	satisfying	3
35934	predict	strong	4
35935	centralize	share_leadership_theory	8
35936	charismatic_leadership_theory	relation	5
35937	self##concept	derive	4
35938	adoption	innovation	3
35939	oppose	leader	3
35940	expertise	issue	3
35941	coach	leadership	15
35942	expect	adopt	3
35943	mean	action	6
35944	leader	draw	5
35945	affective	attachment	3
35946	witness	observe	4
35947	sense	word	9
35948	link	characteristic	4
35949	domain##specific	model	3
35950	mood	group	5
35951	exposure	bullying	3
35952	linkage	leadership	6
35953	person	act	3
35954	theory	article	9
35955	gain	access	10
35956	administrative	work	4
35957	transformational	model	17
35958	value	ethic	10
35959	condition	good	3
35960	biological	opportunity	5
35961	step	understanding	3
35962	relational	model	3
35963	outcome	criterion	11
35964	produce	organization	8
35965	positive	subordinate	13
35966	analytic	method	4
35967	aim	develop	7
35968	individual	potential	4
35969	work	learn	4
35970	control	situation	10
35971	term	duration	3
35972	separation	internal	3
35973	number	idea	8
35974	withdraw	support	3
35975	stress	sense	3
35976	unit	department	8
35977	exist	knowledge	14
35978	define	supportive	3
35979	environment	internal	4
35980	vertical_dyad_linkage_theory	need	4
35981	concept	initiate	5
35982	form	leader	18
35983	implementation	process	5
35984	lies	gerhardt	3
35985	group	interest	15
35986	result	main	3
35987	charismatic_leadership_theory	score	4
35988	greater	social	3
35989	business	education	4
35990	distance	leader	5
35991	work	dansereau	5
35992	examine	antecedent	13
35993	stringent	test	3
35994	time	provide	4
35995	size	leader	3
35996	executive	characteristic	3
35997	applicable	type	4
35998	suggest	value	4
35999	consideration	lead	3
36000	argue	relationship	5
36001	style	ideological	3
36002	future	analysis	3
36003	leadership	proto	3
36004	assign	team	3
36005	differ	group	3
36006	functional	norm	4
36007	prototypical	non##model	7
36008	function	leader	33
36009	data	employee	4
36010	flexibility	emphasize	6
36011	strongest	predictor	15
36012	model	lead	10
36013	promote	individual	4
36014	argue	organizational_outcome	7
36015	teacher	responsibility	6
36016	monitoring	inform	3
36017	way	study	5
36018	organizational_outcome	motivated	3
36019	constructive	criticism	4
36020	organizational	innovation	43
36021	early	bias	3
36022	leader	matter	5
36023	limit	condition	4
36024	leader	define	30
36025	language	talk	3
36026	emphasize	relate	3
36027	approach	suggest	21
36028	define	role	19
36029	bullying	study	5
36030	construct	base	3
36031	contrary	prediction	3
36032	related	trait	4
36033	indicator	career	3
36034	addition	central	3
36035	power##distance	individualism	5
36036	effectiveness_level	low	3
36037	approach	generalize	4
36038	procedure	work	4
36039	believe	engage	3
36040	house	mitchell	7
36041	leadership	agenda	3
36042	cognitive	complexity	5
36043	outcome	base	12
36044	related	team	16
36045	regulation	emotional	4
36046	positive	model	6
36047	represent	active	3
36048	classical	greeks	5
36049	awareness	acceptance	3
36050	heighten	top##management	3
36051	reverse	true	6
36052	god	higher	4
36053	organization	unit	5
36054	russian	managerial	3
36055	quantitative	performance	3
36056	display	personal	3
36057	construct	focus	5
36058	leadership	emphaseze	3
36059	tie	positive	3
36060	wait	problem	3
36061	related	extent	3
36062	measure	authentic_leadership_theory	4
36063	interesting	model	5
36064	i	believe	8
36065	abstract	phenomena	3
36066	outcome	focus	13
36067	validation	study	9
36068	challenge	leadership	7
36069	commitment	mission	4
36070	characterize	articulate	3
36071	transformational_leadership_theory##related	follower	6
36072	report	liability	3
36073	vice	versa	20
36074	provide	training	3
36075	satisfaction	commitment	40
36076	effectiveness_level	refer	5
36077	risk	solicit	3
36078	relational	multiple	5
36079	identification	low	3
36080	administer	punishment	4
36081	three	subordinate	4
36082	encourage	leader	5
36083	wide	array	7
36084	precise	nature	5
36085	shamir	theoretical	3
36086	watershed	group	4
36087	believe	leader##follower_theory	3
36088	characteristic	situation	15
36089	order	learn	9
36090	previous	result	7
36091	range	outcome	6
36092	theory	specify	13
36093	persuasive	influence	6
36094	self##efficacy	social	4
36095	corporate	leadership	4
36096	personnel	outside	4
36097	individual	possession	4
36098	view	multiple	3
36099	enable	define	3
36100	functionalist	approach	7
36101	new##leadership	theory	12
36102	specific	content	6
36103	encouragement	reward	5
36104	leadership	stereotype	4
36105	initial	step	3
36106	leadership	lie	6
36107	motivated	personal	3
36108	approach	connect	3
36109	approach	power	3
36110	follower	self##interest	15
36111	identification	salience	16
36112	relevant	role	5
36113	perception	base	5
36114	manager	group	3
36115	enhance	self##efficacy	13
36116	work	day	3
36117	situationa1	theory	3
36118	variable	process	6
36119	environmental	risk	3
36120	optimal	leader	5
36121	support	low	7
36122	change	general	3
36123	facilitate	work	11
36124	relationship##oriented	leader	15
36125	policy	decision	5
36126	attitude	intention	3
36127	leadership	assume	23
36128	turn	increase	14
36129	motivate	influence	6
36130	member	power	4
36131	response	need	3
36132	support	greater	4
36133	commitment	form	4
36134	innovation	introduction	3
36135	highlight	process	4
36136	hierarchical	role	8
36137	three	demonstrate	3
36138	build	share	3
36139	type	organizational_outcome	6
36140	leader	developmental	3
36141	expect	passive	4
36142	subscale	laissez##faire	3
36143	high	intercorrelation	11
36144	experience	exchange	3
36145	culture	organisational	3
36146	analysis	conduct	8
36147	continuum	autocratic	3
36148	implement	change	13
36149	greater	acceptance	5
36150	model	ceo	3
36151	emotion	subordinate	3
36152	statistical	analysis	10
36153	change	effective	4
36154	diversity	dimension	3
36155	competitive	environment	14
36156	distinction	transactional	6
36157	charismatic_leadership_theory	base	13
36158	follower	exhibit	8
36159	originality	group	4
36160	small	number	13
36161	performance	potential	6
36162	base	four	6
36163	range	social	4
36164	woman	leave	3
36165	transformational_leadership_theory	support	6
36166	measure	construct	14
36167	feedback	subordinate	6
36168	term	action	6
36169	condition	tend	3
36170	commitment	specific	9
36171	green	party	10
36172	researcher	examine	17
36173	respect	array	3
36174	experimental	study	44
36175	correct	mistake	3
36176	customize	service	3
36177	mean	finalize	3
36178	company	create	3
36179	variable	transfer	3
36180	leader	disposition	3
36181	implication	follower	4
36182	climate	foster	6
36183	achievement_goal_theory	house	3
36184	category	theory	5
36185	range	style	12
36186	situational_contingency_theory	postulate	5
36187	improve	job	3
36188	difference	employee	5
36189	central	association	3
36190	loyalty	support	3
36191	female	way	4
36192	good	approach	3
36193	distinguish	leader	12
36194	detailed	instruction	5
36195	paper	review	6
36196	charismatic_leadership_theory	focus	7
36197	leader	event	4
36198	model	form	10
36199	transactional_transformational_leadership_model	prevail	3
36200	leader	recipient	3
36201	claim	transformational_leadership_theory	7
36202	gain	loss	3
36203	affect	motivation	3
36204	objective	work	5
36205	reward	promotion	3
36206	opportunity	monitor	3
36207	individual	knowledge	6
36208	uncertainty	inherent	3
36209	performance	activity	3
36210	propose	future	3
36211	approach	shift	4
36212	study	implication	10
36213	dark	charismatic_leadership_theory	8
36214	insight	emerge	4
36215	structuralist	functionalist	4
36216	unique	aspect	3
36217	organization	author	4
36218	transformational_leadership_theory	increase	10
36219	framework	model	7
36220	interaction	time	5
36221	follower	result	13
36222	follower	prefer	5
36223	group	identity	69
36224	refer	leader	50
36225	recombination	process	4
36226	engagement	teacher	3
36227	problem	i	4
36228	create	safe	3
36229	interchangeable	exemplar	3
36230	self##awareness	relational	3
36231	build	strong	6
36232	desire	develop	3
36233	ability	work	12
36234	model	specific	6
36235	explain	characteristic	3
36236	leadership	subject	5
36237	stimulation	bass	3
36238	teaching	style	3
36239	fact	social	3
36240	need	supportive	4
36241	task	team	9
36242	productivity	nursing	3
36243	hersey##blanchard_situational_leadership_model	identify	5
36244	change	practice	4
36245	authentic	transformational_leadership_theory	12
36246	elicit	positive	3
36247	bullying	employ	3
36248	style	consultative	8
36249	situation	type	6
36250	create	leader	8
36251	subordinate	good	3
36252	relative	member	3
36253	behavior	situation	8
36254	appeal	collective	3
36255	critical	mass	5
36256	process	organizing	6
36257	context	include	10
36258	environmental	stressor	3
36259	transactional_transformational_leadership_model	identify	4
