	gram_1	gram_2	Freq
30088	people	language	4
30089	organization	existence	3
30090	behavior	enhance	11
30091	delegating	style	5
30092	leadership	identify	21
30093	leadership	evoke	3
30094	construct	open	3
30095	tash	maturity	8
30096	learn	positive	4
30097	share	objective	10
30098	data	structure	3
30099	recognize	concept	4
30100	view	depend	3
30101	role	offer	3
30102	group	achievement	3
30103	situation	position	3
30104	leader	dominance	3
30105	term	manager	6
30106	potential	alternative	3
30107	decision	implementation	3
30108	follower	extend	3
30109	subordinate	decision	7
30110	expectation	future	8
30111	observe	firm	3
30112	starting	point	12
30113	individual	participant	6
30114	model	drive	3
30115	product	design	9
30116	individual	outside	3
30117	basis	choose	4
30118	emotional	psychological	3
30119	work	line	3
30120	strong	safety	5
30121	enable	people	5
30122	identify	traditional	3
30123	people	role	3
30124	supervisor	interactive	22
30125	focus	compare	3
30126	way	first	13
30127	construct	local	3
30128	tailor	behavior	5
30129	global	leader	7
30130	follower	reward	12
30131	dyadic	small	3
30132	group	extreme	5
30133	develop	yukl	3
30134	provide	rating	3
30135	school	team	5
30136	knowledge	training	4
30137	leader	suffer	4
30138	follower	development	6
30139	effective	follower	7
30140	depend	approach	3
30141	require	team	4
30142	average	leadership	3
30143	style	suggest	3
30144	team	good	3
30145	welfare	turn	3
30146	benefit	potential	4
30147	change	require	5
30148	team	behavior	5
30149	leader	benefit	18
30150	group	theorist	4
30151	action	approach	7
30152	style	deal	4
30153	individual	change	3
30154	kerr	work	3
30155	analysis	framework	11
30156	data	multiple	4
30157	perceive	feedback	14
30158	performance	culture	5
30159	relation	construct	3
30160	full	mediation	4
30161	know	boss	3
30162	expert	assessment	4
30163	process	point	4
30164	performance	range	3
30165	perception	competence	4
30166	remain	feasible	4
30167	value	standard	4
30168	understanding	organization	10
30169	perform	leadership	6
30170	analysis	support	18
30171	share	collective	9
30172	process	separate	3
30173	encompass	involve	3
30174	contribute	process	4
30175	simultaneous	examination	3
30176	conceptual	distinction	8
30177	facet	neuroticism	4
30178	leader	vary	9
30179	knowledge	articulate	4
30180	symptom	depression	4
30181	greater	depth	5
30182	training	team	7
30183	strong	share	3
30184	leader	transference	6
30185	leader	embody	4
30186	positive	outcome	35
30187	investigate	set	3
30188	distant	close	4
30189	strong	negative	11
30190	yukl	suggest	10
30191	approach	fundamental	4
30192	justice	focus	3
30193	human	existence	5
30194	theory	group	17
30195	discuss	debate	3
30196	feeling	increase	3
30197	worker	suggest	3
30198	support	large	4
30199	individual	contrast	3
30200	way	serve	4
30201	reveal	leader	5
30202	acceptance	purpose	3
30203	integrate	viewpoint	3
30204	approach	bring	7
30205	personal	approach	6
30206	future	leader	8
30207	refuse	media	3
30208	decision	involve	4
30209	turn	enhance	8
30210	social	relational	8
30211	difference	acknowledge	3
30212	woman	respondent	5
30213	imply	difference	3
30214	critique	theory	4
30215	label	role	3
30216	critical	need	3
30217	emphaseze	specific	3
30218	people	institution	3
30219	theory	consider	9
30220	leadership	staff	4
30221	change	learn	3
30222	reduce	follower	4
30223	complexity	uncertainty	5
30224	issue	theoretical	4
30225	sector	manager	5
30226	psychometric	property	23
30227	action	achieve	5
30228	leadership	notion	3
30229	ability	predict	15
30230	successful	effective	3
30231	issue	transference	3
30232	leader	safety	5
30233	clear	distinction	5
30234	strong	sense	9
30235	theory	political	4
30236	teacher	student	14
30237	resource	responsibility	7
30238	definition	creativity	6
30239	model	attachment	8
30240	communication	project	4
30241	outside	core	4
30242	support	high	9
30243	leadership	virtual	14
30244	model	account	9
30245	relationship	objective	3
30246	substitute	directiveness	4
30247	follower	respond	8
30248	suggest	distinction	3
30249	related	general	4
30250	performance	monitoring	3
30251	indirect	leader	4
30252	mention	theory	5
30253	accept	risk	3
30254	consult	subordinate	5
30255	possibility	reciprocal	5
30256	link	characteristic	5
30257	encourage	creative	8
30258	help	follower	8
30259	support	generation	3
30260	depict	person	3
30261	member	generate	5
30262	organizational	empirical	3
30263	reflect	view	4
30264	participative	high	3
30265	range	factor	3
30266	reduce	effort	6
30267	organizational	health	4
30268	influence	construct	3
30269	safety	issue	8
30270	group	behavior	16
30271	dimensional	model	5
30272	emotional	labor	8
30273	regard	characteristic	3
30274	rate	team	3
30275	concept	construct	7
30276	call	stage	3
30277	action	trustor	3
30278	organization	environment	12
30279	comparative	analysis	3
30280	support	contention	7
30281	expectation	time	3
30282	ethical	standard	25
30283	introduction	theory	3
30284	situation	reflect	3
30285	nature	performance	3
30286	uncertainty	extreme	3
30287	activity	require	3
30288	aesthetic	approach	4
30289	moderate	team	4
30290	person	feel	4
30291	element	culture	4
30292	like	people	3
30293	time	leadership	11
30294	premise	leader	5
30295	congruence	leader	4
30296	link	empowerment	5
30297	process	core	4
30298	comparison	match	4
30299	consensus	seek	3
30300	relationship	nationality	4
30301	leader	share	15
30302	follower	mental	4
30303	serve	key	7
30304	outcome	develop	4
30305	oriented	behavior	26
30306	leader	negative	15
30307	research	leadership	14
30308	respect	pride	3
30309	learn	performance	8
30310	health	research	3
30311	team	nurse	5
30312	write	schedule	3
30313	follower	desire	15
30314	approach	point	5
30315	dominate	conception	4
30316	professional	nurse	3
30317	set	value	4
30318	leadership	broader	3
30319	military	officer	9
30320	change	factor	3
30321	foundation	leadership	6
30322	staff	consensus	3
30323	manner	work	4
30324	leader	coordinate	5
30325	model	concerned	4
30326	behaviour	organization	6
30327	task	environment	25
30328	ability	influence	8
30329	workplace	leadership	3
30330	behaviour	expect	4
30331	premise	individual	4
30332	descriptive	prescriptive	4
30333	time	manager	5
30334	relationship	collective	7
30335	situation	company	3
30336	labor	contribution	3
30337	follower	recognition	3
30338	skill	leadership	6
30339	response	team	3
30340	focus	subordinate	4
30341	leadership	transformational	12
30342	intent	leave	30
30343	woman	network	10
30344	autocratic	style	4
30345	distance	collectivism	14
30346	value	motive	3
30347	leadership	rely	6
30348	reflective	listen	4
30349	leadership	training	41
30350	frequent	interaction	4
30351	increase	identification	3
30352	explanation	discuss	3
30353	performance	compare	4
30354	combine	leader	4
30355	open	dialogue	3
30356	human	characteristic	4
30357	organization	operate	13
30358	performance	target	3
30359	anonymity	reduce	3
30360	communication	dialogue	3
30361	communicate	confidence	4
30362	capacity	organization	7
30363	technical	requirement	3
30364	demand	climate	5
30365	motivation	burnout	3
30366	form	action	3
30367	rely	personal	3
30368	high	betweenness	4
30369	represent	difference	4
30370	increase	profitability	3
30371	high	time	5
30372	company	engage	3
30373	people	subordinate	5
30374	leader	sense	12
30375	difference	situation	3
30376	create	foster	7
30377	influence	authority	3
30378	theory	employ	8
30379	understanding	appreciation	4
30380	action	outcome	4
30381	job	approach	10
30382	activity	learn	3
30383	outcome	distribution	4
30384	preserve	group	3
30385	combine	individual	3
30386	dimension	male	3
30387	approach	frame	4
30388	mediate	job	3
30389	dyadic	nature	4
30390	adjustment	finding	3
30391	agree	leadership	4
30392	desire	view	3
30393	report	rating	3
30394	researcher	pay	4
30395	improve	organisational	3
30396	leadership	purpose	4
30397	change	business	4
30398	motivation	commitment	7
30399	contribution	organization	7
30400	experimental	setting	6
30401	believe	characteristic	3
30402	organization	adopt	4
30403	share	positive	3
30404	organizational	leadership	120
30405	development	organization	11
30406	organize	focus	3
30407	stress	management	20
30408	feedback	source	4
30409	people	integrate	3
30410	perception	form	5
30411	similarity	characteristic	3
30412	process	organization	14
30413	creation	culture	3
30414	consistent	work	3
30415	understanding	relationship	30
30416	future	research	20
30417	practice	organizational	13
30418	prosocial	behavior	7
30419	agree	manager	3
30420	key	issue	17
30421	procedural	fairness	18
30422	promote	innovation	4
30423	relationship	high	10
30424	theory	model	37
30425	identification	salience	15
30426	report	perception	3
30427	personal	outcome	10
30428	bass	identify	6
30429	permit	detailed	3
30430	provide	structure	8
30431	culture	involve	3
30432	group	agree	3
30433	leader	reward	45
30434	enable	firm	4
30435	group	person	3
30436	refer	group	3
30437	choose	criterion	3
30438	attempt	explain	13
30439	monitor	standard	3
30440	element	role	3
30441	approach	core	4
30442	financial	crisis	6
30443	climate	innovation	14
30444	effective	school	5
30445	account	model	5
30446	energy	transition	4
30447	service	company	4
30448	meet	requirement	4
30449	meet	specific	3
30450	attitudinal	outcome	5
30451	investigate	human	5
30452	systematic	approach	4
30453	safety	high	4
30454	civil	society	3
30455	papers	discuss	3
30456	enhance	develop	3
30457	combination	commitment	7
30458	behavior	consistent	23
30459	challenge	change	4
30460	follower	report	14
30461	gain	loss	3
30462	sell	participate	9
30463	identify	nature	3
30464	characteristic	life	25
30465	develop	formal	3
30466	prototypical	member	20
30467	process	preclude	4
30468	strengthen	theory	3
30469	produce	enable	4
30470	work	practice	13
30471	innovation	collective	3
30472	rating	core	4
30473	safe	climate	3
30474	commitment	direct	3
30475	life	event	23
30476	context	dynamic	4
30477	follower	recognize	6
30478	participant	leader	8
30479	collective	leadership	14
30480	require	empirical	3
30481	leader	member	192
30482	influence	affective	7
30483	behavior	entail	3
30484	examine	characteristic	6
30485	coaching	support	7
30486	context	sector	5
30487	extent	believe	4
30488	set	behaviour	3
30489	uncertainty	relationship	3
30490	hypothesize	leader	3
30491	purpose	leadership	6
30492	agreeableness	leadership	3
30493	accord	avolio	3
30494	suggest	develop	4
30495	presume	researcher	3
30496	systemic	change	3
30497	model	develop	30
30498	relationship	autocratic	12
30499	social	scientific	4
30500	perception	role	4
30501	reliable	valid	5
30502	subordinate	interactive	3
30503	context	care	3
30504	diversity	management	6
30505	potential	leadership	13
30506	inspire	lead	3
30507	network	focus	3
30508	trust	prior	4
30509	building	traditional	3
30510	role	leadership	79
30511	approach	clear	4
30512	manager	support	9
30513	previous	link	3
30514	activation	inhibition	3
30515	trait	depend	3
30516	person	attempt	8
30517	control	communication	6
30518	focus	increase	6
30519	leadership	attitude	7
30520	difference	rating	11
30521	hypothesize	individual	5
30522	discuss	transformational	3
30523	cognitive	factor	5
30524	management	process	11
30525	worker	adopt	4
30526	leadership	diminish	3
30527	influence	time	5
30528	nature	transformational	6
30529	critical	actor	3
30530	intelligence	conscientiousness	8
30531	man	exceed	3
30532	recognize	power	3
30533	concept	time	3
30534	job	complexity	25
30535	individual	person	6
30536	economy	drive	4
30537	methodology	map	3
30538	undergone	substantive	3
30539	role	manager	22
30540	negative	behavior	10
30541	confidence	follower	38
30542	vulnerability	trust	5
30543	contribute	group	6
30544	people	increase	3
30545	relationship	positive	17
30546	restrict	single	4
30547	situation	human	5
30548	previous	section	5
30549	provide	general	3
30550	leader	respond	13
30551	peripheral	member	7
30552	requirement	individual	3
30553	distinct	leadership	7
30554	implication	organization	5
30555	difference	perception	10
30556	turn	facilitate	5
30557	construct	reality	20
30558	mediate	need	3
30559	change	open	3
30560	give	approach	4
30561	data	limit	5
30562	fundamental	role	4
30563	latitude	discretion	6
30564	main	leader	3
30565	produce	product	3
30566	good	approach	4
30567	high	intercorrelation	11
30568	substitute	behavior	3
30569	theory	problem	8
30570	body	knowledge	11
30571	endorse	contribute	3
30572	define	bass	4
30573	emphasize	compositional	3
30574	process	good	3
30575	salience	improve	3
30576	specific	finding	4
30577	difference	small	4
30578	process	behavior	11
30579	problem	resolve	5
30580	state	affect	8
30581	motive	need	4
30582	event	term	6
30583	environment	work	3
30584	responsibility	organization	9
30585	sustainable	development	4
30586	ask	people	3
30587	find	negative	3
30588	domain	consider	4
30589	leadership	engage	3
30590	perception	accord	3
30591	time	give	3
30592	extent	principal	11
30593	support	identify	3
30594	leader	representative	6
30595	change	environment	14
30596	expectation	management	3
30597	inquiry	action	3
30598	epistemic	motivation	5
30599	culture	enhance	3
30600	foundation	generate	3
30601	set	circumstance	3
30602	team	require	4
30603	behavior	maximize	4
30604	refer	knowledge	3
30605	observe	positive	4
30606	feedback	offer	3
30607	maintenance	function	3
30608	social	economic	10
30609	work	state	3
30610	negative	relationship	65
30611	improvidence	characterise	3
30612	manager	ask	9
30613	produce	job	6
30614	require	leadership	15
30615	make	role	3
30616	work	structure	8
30617	suggestion	prior	3
30618	value	achieve	3
30619	issue	surround	3
30620	assess	relative	3
30621	relative	female	3
30622	value	define	10
30623	assess	assessment	3
30624	finding	support	30
30625	concern	need	5
30626	social	process	56
30627	educational	leadership	24
30628	positive	characteristic	15
30629	trait	specific	5
30630	task	motivational	9
30631	problem	theory	12
30632	task	meeting	3
30633	practice	argue	4
30634	contend	leadership	3
30635	development	relationship	17
30636	share	commitment	4
30637	individual	psychological	7
